server is started on 0.0.0.0/0.0.0.0:8090
Server opens a stream
Client opens a stream
UP!!
Msg 0 --> 2259054
Msg 1 --> 624677
here 52
Msg 2 --> 519903
Msg 3 --> 363777
Msg 4 --> 341305
Msg 5 --> 335733
Msg 6 --> 364089
Msg 7 --> 367537
Msg 8 --> 407284
Msg 9 --> 429769
Msg 10 --> 423212
Msg 11 --> 480866
Msg 12 --> 481376
Msg 13 --> 480533
Msg 14 --> 555311
Msg 15 --> 467185
Msg 16 --> 390971
Msg 17 --> 357588
Msg 18 --> 365526
Msg 19 --> 370892
Msg 20 --> 358218
Msg 21 --> 290513
Msg 22 --> 308809
Msg 23 --> 317938
Msg 24 --> 352602
Msg 25 --> 548987
Msg 26 --> 554885
Msg 27 --> 442421
Msg 28 --> 422602
Msg 29 --> 493664
Msg 30 --> 484451
Msg 31 --> 488655
Msg 32 --> 407304
Msg 33 --> 403965
Msg 34 --> 390401
Msg 35 --> 350355
Msg 36 --> 337158
Msg 37 --> 301554
Msg 38 --> 275641
Msg 39 --> 251511
Msg 40 --> 299727
Msg 41 --> 327728
Msg 42 --> 349727
Msg 43 --> 358606
Msg 44 --> 328128
Msg 45 --> 327055
Msg 46 --> 363847
Msg 47 --> 338664
Msg 48 --> 275296
Msg 49 --> 265182
Msg 50 --> 274682
Msg 51 --> 280510
Msg 52 --> 369869
Msg 53 --> 260197
Msg 54 --> 252711
Msg 55 --> 254054
Msg 56 --> 298633
Msg 57 --> 317898
Msg 58 --> 369594
Msg 59 --> 311970
Msg 60 --> 206819
Msg 61 --> 198030
Msg 62 --> 410363
Msg 63 --> 305504
Msg 64 --> 261745
Msg 65 --> 245761
Msg 66 --> 312590
Msg 67 --> 250322
Msg 68 --> 222060
Msg 69 --> 213861
Msg 70 --> 202844
Msg 71 --> 221991
Msg 72 --> 497123
Msg 73 --> 420812
Msg 74 --> 419232
Msg 75 --> 321132
Msg 76 --> 350309
Msg 77 --> 352971
Msg 78 --> 291459
Msg 79 --> 360529
Msg 80 --> 352335
Msg 81 --> 277109
Msg 82 --> 254879
Msg 83 --> 252511
Msg 84 --> 275338
Msg 85 --> 290255
Msg 86 --> 300902
Msg 87 --> 309289
Msg 88 --> 242283
Msg 89 --> 260024
Msg 90 --> 268256
Msg 91 --> 333664
Msg 92 --> 371043
Msg 93 --> 359798
Msg 94 --> 368720
Msg 95 --> 348389
Msg 96 --> 336468
Msg 97 --> 422621
Msg 98 --> 245500
Msg 99 --> 313982
Msg 100 --> 340650
Msg 101 --> 356039
Msg 102 --> 374075
Msg 103 --> 347901
Msg 104 --> 378890
Msg 105 --> 389523
Msg 106 --> 391706
Msg 107 --> 367004
Msg 108 --> 312230
Msg 109 --> 337159
Msg 110 --> 289090
Msg 111 --> 339662
Msg 112 --> 350631
Msg 113 --> 354021
Msg 114 --> 366438
Msg 115 --> 378930
Msg 116 --> 392685
Msg 117 --> 406291
Msg 118 --> 398146
Msg 119 --> 471171
Msg 120 --> 427595
Msg 121 --> 410650
Msg 122 --> 364198
Msg 123 --> 353335
Msg 124 --> 352703
Msg 125 --> 305867
Msg 126 --> 325784
Msg 127 --> 382203
Msg 128 --> 431399
Msg 129 --> 391527
Msg 130 --> 462173
Msg 131 --> 424350
Msg 132 --> 384705
Msg 133 --> 393090
Msg 134 --> 381444
Msg 135 --> 480347
Msg 136 --> 399433
Msg 137 --> 380750
Msg 138 --> 318510
Msg 139 --> 345217
Msg 140 --> 346407
Msg 141 --> 337362
Msg 142 --> 345724
Msg 143 --> 358732
Msg 144 --> 366851
Msg 145 --> 368536
Msg 146 --> 369510
Msg 147 --> 390297
Msg 148 --> 283730
Msg 149 --> 275422
Msg 150 --> 272623
Msg 151 --> 265123
Msg 152 --> 291658
Msg 153 --> 236724
Msg 154 --> 338550
Msg 155 --> 352064
Msg 156 --> 304519
Msg 157 --> 333447
DOWN!!
here 0
UP!!
here 15
Msg 158 --> 395571
Msg 159 --> 454226
Msg 160 --> 488580
Msg 161 --> 450482
DOWN!!
here 4
UP!!
here 20
Msg 162 --> 20775660181
Msg 163 --> 20775635952
Msg 164 --> 19772495387
Msg 165 --> 19772359656
Msg 166 --> 18769264377
Msg 167 --> 17766412793
Msg 168 --> 17766304884
Msg 169 --> 17766284034
Msg 170 --> 17766254593
Msg 171 --> 17766252696
Msg 172 --> 17766254947
Msg 173 --> 17766235062
Msg 174 --> 17766238926
Msg 175 --> 17766242274
Msg 176 --> 17766244135
Msg 177 --> 17766241703
Msg 178 --> 17766243207
Msg 179 --> 17766245829
Msg 180 --> 16762485771
Msg 181 --> 15761218376
Msg 182 --> 15761089145
Msg 183 --> 15761038006
Msg 184 --> 15761024891
Msg 185 --> 14757473995
Msg 186 --> 14757408042
Msg 187 --> 14757371767
Msg 188 --> 14757371582
Msg 189 --> 14757234061
Msg 190 --> 14757202643
Msg 191 --> 14757194263
Msg 192 --> 14757237320
Msg 193 --> 14757245177
Msg 194 --> 13756840247
Msg 195 --> 12754240523
Msg 196 --> 12754130600
Msg 197 --> 12754065003
Msg 198 --> 11750998468
Msg 199 --> 11750782295
Msg 200 --> 9750228657
Msg 201 --> 9750047418
Msg 202 --> 9750018357
Msg 203 --> 9750005061
Msg 204 --> 8744928693
Msg 205 --> 8744753229
Msg 206 --> 8744731656
Msg 207 --> 8744719699
Msg 208 --> 7744254490
Msg 209 --> 7744087032
Msg 210 --> 7744051901
Msg 211 --> 7744033825
Msg 212 --> 7744002979
Msg 213 --> 7743995341
Msg 214 --> 6742100988
Msg 215 --> 6741999238
Msg 216 --> 6741966648
Msg 217 --> 6741954744
Msg 218 --> 6741942059
Msg 219 --> 6741943890
Msg 220 --> 6741960523
Msg 221 --> 6741950252
Msg 222 --> 5740847823
Msg 223 --> 4735878816
Msg 224 --> 3731276931
Msg 225 --> 1728430841
Msg 226 --> 1728318049
Msg 227 --> 1728274257
Msg 228 --> 1728262029
Msg 229 --> 724961305
Msg 230 --> 394633
Msg 231 --> 362969
Msg 232 --> 342444
Msg 233 --> 312772
Msg 234 --> 272618
Msg 235 --> 476546
Msg 236 --> 458298
Msg 237 --> 381558
Msg 238 --> 272886
Msg 239 --> 293121
Msg 240 --> 331964
Msg 241 --> 368801
Msg 242 --> 380274
Msg 243 --> 249813
Msg 244 --> 226075
Msg 245 --> 261505
Msg 246 --> 308713
Msg 247 --> 588492
Msg 248 --> 323740
Msg 249 --> 369095
Msg 250 --> 250539
Msg 251 --> 286973
Msg 252 --> 303813
Msg 253 --> 353703
Msg 254 --> 350419
Msg 255 --> 345007
Msg 256 --> 383877
Msg 257 --> 453319
Msg 258 --> 377510
Msg 259 --> 367921
Msg 260 --> 255568
Msg 261 --> 343619
Msg 262 --> 312152
Msg 263 --> 252831
Msg 264 --> 261338
DOWN!!
here 3
Msg 265 --> 291360
Msg 266 --> 1486154
UP!!
here 10
Msg 267 --> 2311980907
Msg 268 --> 2311874151
Msg 269 --> 2311829230
Msg 270 --> 2311831150
Msg 271 --> 2311822428
Msg 272 --> 2311814104
Msg 273 --> 2311775977
Msg 274 --> 2311760777
Msg 275 --> 2311696318
Msg 276 --> 2311674221
Msg 277 --> 2311673712
Msg 278 --> 307881826
Msg 279 --> 376758
Msg 280 --> 333548
Msg 281 --> 286659
Msg 282 --> 426835
Msg 283 --> 411048
Msg 284 --> 382138
Msg 285 --> 318312
Msg 286 --> 288559
Msg 287 --> 191445
Msg 288 --> 187369
Msg 289 --> 190220
Msg 290 --> 212762
Msg 291 --> 194048
Msg 292 --> 188370
Msg 293 --> 194995
Msg 294 --> 233744
Msg 295 --> 209134
Msg 296 --> 194158
Msg 297 --> 469983
Msg 298 --> 468815
Msg 299 --> 462356
Msg 300 --> 416960
Msg 301 --> 293414
Msg 302 --> 199095
Msg 303 --> 180716
Msg 304 --> 518029
Msg 305 --> 460509
Msg 306 --> 405191
Msg 307 --> 321033
Msg 308 --> 270134
Msg 309 --> 263468
Msg 310 --> 252240
Msg 311 --> 249435
Msg 312 --> 247206
Msg 313 --> 213131
Msg 314 --> 169804
Msg 315 --> 454911
Msg 316 --> 322939
Msg 317 --> 244496
Msg 318 --> 283868
DOWN!!
here 0
UP!!
here 6
Msg 319 --> 278329
DOWN!!
here 1
UP!!
here 81
Msg 320 --> 7535625721
Msg 321 --> 7535535911
Msg 322 --> 7535492082
Msg 323 --> 7535470185
Msg 324 --> 6530381735
Msg 325 --> 6530194943
Msg 326 --> 4525081462
Msg 327 --> 4524892607
Msg 328 --> 4524840755
Msg 329 --> 3519765248
Msg 330 --> 3519625025
Msg 331 --> 3519576671
Msg 332 --> 3519560150
Msg 333 --> 3519549347
Msg 334 --> 3519536528
Msg 335 --> 3519525481
Msg 336 --> 3519500301
Msg 337 --> 3519481033
Msg 338 --> 3519466365
Msg 339 --> 3519431837
Msg 340 --> 3519423641
Msg 341 --> 3519426241
Msg 342 --> 2519281796
Msg 343 --> 2519206699
Msg 344 --> 2519169110
Msg 345 --> 1516155442
Msg 346 --> 1516043542
Msg 347 --> 1516030100
Msg 348 --> 1516020135
Msg 349 --> 264780
Msg 350 --> 235444
Msg 351 --> 217768
Msg 352 --> 212377
Msg 353 --> 196788
Msg 354 --> 125048
Msg 355 --> 116291
Msg 356 --> 366572
Msg 357 --> 304538
Msg 358 --> 459301
Msg 359 --> 320334
Msg 360 --> 233077
Msg 361 --> 147761
Msg 362 --> 425110
