server is started on 0.0.0.0/0.0.0.0:8090
Server opens a stream
Client opens a stream
UP!!
Msg 0 --> 2027399
Msg 1 --> 624048
Msg 2 --> 610851
Msg 3 --> 664007
Msg 4 --> 681925
Msg 5 --> 679802
Msg 6 --> 642665
Msg 7 --> 645600
Msg 8 --> 641836
Msg 9 --> 639138
Msg 10 --> 621306
Msg 11 --> 666865
Msg 12 --> 684006
here 25
Msg 13 --> 364637
Msg 14 --> 530398
Msg 15 --> 568990
Msg 16 --> 532793
Msg 17 --> 437863
Msg 18 --> 486282
Msg 19 --> 422016
Msg 20 --> 373167
Msg 21 --> 344897
Msg 22 --> 415823
Msg 23 --> 428730
Msg 24 --> 418944
Msg 25 --> 361169
Msg 26 --> 479652
Msg 27 --> 470463
Msg 28 --> 394233
Msg 29 --> 485855
Msg 30 --> 397657
Msg 31 --> 358236
Msg 32 --> 338303
Msg 33 --> 507223
Msg 34 --> 468198
Msg 35 --> 340992
Msg 36 --> 375350
Msg 37 --> 341811
Msg 38 --> 381168
Msg 39 --> 396182
Msg 40 --> 285257
Msg 41 --> 525565
Msg 42 --> 481253
Msg 43 --> 376404
Msg 44 --> 299131
Msg 45 --> 242180
Msg 46 --> 291516
Msg 47 --> 255596
Msg 48 --> 247815
Msg 49 --> 352084
Msg 50 --> 419405
Msg 51 --> 435422
Msg 52 --> 512994
Msg 53 --> 533615
Msg 54 --> 483601
Msg 55 --> 429663
Msg 56 --> 427125
Msg 57 --> 396248
Msg 58 --> 392251
Msg 59 --> 356526
Msg 60 --> 301880
Msg 61 --> 390238
Msg 62 --> 354165
Msg 63 --> 345245
Msg 64 --> 352796
Msg 65 --> 376376
Msg 66 --> 386207
Msg 67 --> 399700
Msg 68 --> 364846
Msg 69 --> 351088
Msg 70 --> 357247
Msg 71 --> 389901
Msg 72 --> 369151
Msg 73 --> 349973
Msg 74 --> 368724
Msg 75 --> 466222
Msg 76 --> 452195
Msg 77 --> 365866
Msg 78 --> 409271
Msg 79 --> 401040
Msg 80 --> 357870
Msg 81 --> 343613
Msg 82 --> 331462
Msg 83 --> 493505
Msg 84 --> 391614
Msg 85 --> 397122
Msg 86 --> 385837
Msg 87 --> 387531
Msg 88 --> 422918
Msg 89 --> 339272
Msg 90 --> 322072
Msg 91 --> 325268
Msg 92 --> 311448
Msg 93 --> 239200
Msg 94 --> 260326
Msg 95 --> 221056
Msg 96 --> 229682
Msg 97 --> 564156
Msg 98 --> 444684
Msg 99 --> 453596
Msg 100 --> 458167
Msg 101 --> 457953
Msg 102 --> 507699
Msg 103 --> 383983
DOWN!!
here 7
Msg 104 --> 323363
Msg 105 --> 372870
Msg 106 --> 375497
Msg 107 --> 394006
Msg 108 --> 380102
Msg 109 --> 355610
Msg 110 --> 344268
UP!!
here 34
Msg 111 --> 7520353983
Msg 112 --> 7520276000
Msg 113 --> 7520266799
Msg 114 --> 7520261148
Msg 115 --> 7520266066
Msg 116 --> 7520214964
Msg 117 --> 7520165318
Msg 118 --> 6515053205
Msg 119 --> 6514851142
Msg 120 --> 6514801805
Msg 121 --> 6514741825
Msg 122 --> 6514737442
Msg 123 --> 6514711687
Msg 124 --> 6514699967
Msg 125 --> 5514163414
Msg 126 --> 4509621508
Msg 127 --> 4509406362
Msg 128 --> 4509354237
Msg 129 --> 4509340965
Msg 130 --> 4509315875
Msg 131 --> 3504269635
Msg 132 --> 2500448263
Msg 133 --> 2500298620
Msg 134 --> 2500277004
Msg 135 --> 2500269223
Msg 136 --> 2500242829
Msg 137 --> 2500238488
Msg 138 --> 2500127695
Msg 139 --> 2500058456
Msg 140 --> 2500039051
Msg 141 --> 2500024283
Msg 142 --> 2500012347
Msg 143 --> 2500026129
Msg 144 --> 2500034952
Msg 145 --> 1497701873
Msg 146 --> 1497599146
Msg 147 --> 1497575203
Msg 148 --> 1497700640
Msg 149 --> 1497693525
Msg 150 --> 496969931
Msg 151 --> 496880461
Msg 152 --> 496859166
Msg 153 --> 496878570
Msg 154 --> 296983
Msg 155 --> 340058
Msg 156 --> 341398
Msg 157 --> 353101
Msg 158 --> 484251
Msg 159 --> 449340
Msg 160 --> 328639
Msg 161 --> 291895
Msg 162 --> 294311
Msg 163 --> 295231
Msg 164 --> 538011
Msg 165 --> 404909
Msg 166 --> 304995
Msg 167 --> 296534
Msg 168 --> 275125
Msg 169 --> 343780
Msg 170 --> 362122
Msg 171 --> 348673
Msg 172 --> 327768
Msg 173 --> 301262
Msg 174 --> 295074
Msg 175 --> 287190
Msg 176 --> 437251
Msg 177 --> 396195
Msg 178 --> 362840
Msg 179 --> 293300
Msg 180 --> 377004
Msg 181 --> 316970
Msg 182 --> 298106
Msg 183 --> 288534
Msg 184 --> 359598
Msg 185 --> 403930
Msg 186 --> 380143
Msg 187 --> 449460
Msg 188 --> 406011
Msg 189 --> 303163
Msg 190 --> 263777
Msg 191 --> 360082
Msg 192 --> 267767
Msg 193 --> 288906
Msg 194 --> 302313
Msg 195 --> 193542
Msg 196 --> 321845
Msg 197 --> 298592
Msg 198 --> 467817
Msg 199 --> 383288
Msg 200 --> 357871
Msg 201 --> 319762
Msg 202 --> 323108
Msg 203 --> 328419
Msg 204 --> 304675
Msg 205 --> 290665
Msg 206 --> 434674
Msg 207 --> 513259
Msg 208 --> 650649
Msg 209 --> 668699
Msg 210 --> 642536
Msg 211 --> 628866
Msg 212 --> 627794
Msg 213 --> 351680
Msg 214 --> 316172
Msg 215 --> 297618
Msg 216 --> 408711
Msg 217 --> 357387
Msg 218 --> 316158
Msg 219 --> 344149
Msg 220 --> 285486
Msg 221 --> 391856
Msg 222 --> 372468
Msg 223 --> 319950
Msg 224 --> 299894
Msg 225 --> 256805
Msg 226 --> 277043
Msg 227 --> 260355
Msg 228 --> 592219
Msg 229 --> 529483
Msg 230 --> 439462
Msg 231 --> 352428
Msg 232 --> 286222
Msg 233 --> 270089
Msg 234 --> 244722
Msg 235 --> 235662
Msg 236 --> 276119
Msg 237 --> 273194
Msg 238 --> 278433
Msg 239 --> 289730
Msg 240 --> 715231
Msg 241 --> 503235
Msg 242 --> 455461
Msg 243 --> 465742
Msg 244 --> 515196
Msg 245 --> 360015
Msg 246 --> 461681
Msg 247 --> 448264
Msg 248 --> 380311
Msg 249 --> 455093
Msg 250 --> 315825
Msg 251 --> 363317
Msg 252 --> 364936
Msg 253 --> 263720
Msg 254 --> 176738
Msg 255 --> 213499
Msg 256 --> 203357
Msg 257 --> 257097
Msg 258 --> 254250
Msg 259 --> 207258
Msg 260 --> 436716
Msg 261 --> 356248
Msg 262 --> 423795
Msg 263 --> 296845
Msg 264 --> 181327
Msg 265 --> 650883
Msg 266 --> 548718
Msg 267 --> 493516
Msg 268 --> 446147
Msg 269 --> 605612
Msg 270 --> 340479
Msg 271 --> 303189
Msg 272 --> 284996
Msg 273 --> 239632
Msg 274 --> 284171
Msg 275 --> 283087
Msg 276 --> 272372
Msg 277 --> 274601
Msg 278 --> 327675
Msg 279 --> 258430
Msg 280 --> 254573
Msg 281 --> 253007
Msg 282 --> 348307
Msg 283 --> 348621
Msg 284 --> 361146
Msg 285 --> 340163
Msg 286 --> 283262
Msg 287 --> 338924
Msg 288 --> 283645
Msg 289 --> 278129
Msg 290 --> 271155
Msg 291 --> 262742
Msg 292 --> 285737
Msg 293 --> 268171
Msg 294 --> 241099
Msg 295 --> 223298
Msg 296 --> 381713
Msg 297 --> 393833
Msg 298 --> 283303
Msg 299 --> 285864
Msg 300 --> 469031
Msg 301 --> 429245
DOWN!!
here 4
Msg 302 --> 302573
UP!!
here 5
Msg 303 --> 4117215706
Msg 304 --> 4117114260
Msg 305 --> 4117061258
Msg 306 --> 4117018921
Msg 307 --> 2115175113
Msg 308 --> 2115024137
Msg 309 --> 2114971313
Msg 310 --> 2114949382
Msg 311 --> 2114799106
Msg 312 --> 1111755725
Msg 313 --> 1111631687
Msg 314 --> 1111626437
Msg 315 --> 1111624042
Msg 316 --> 1111617939
Msg 317 --> 1111612380
Msg 318 --> 1111607391
Msg 319 --> 1111571022
Msg 320 --> 1111517207
Msg 321 --> 1111473773
Msg 322 --> 1111477114
Msg 323 --> 111011777
Msg 324 --> 110913658
Msg 325 --> 242104
Msg 326 --> 276259
Msg 327 --> 246501
Msg 328 --> 223159
Msg 329 --> 384440
Msg 330 --> 371637
Msg 331 --> 316596
DOWN!!
here 3
Msg 332 --> 256803
UP!!
here 76
Msg 333 --> 2308588835
Msg 334 --> 2308535823
Msg 335 --> 2308501890
Msg 336 --> 2308492401
Msg 337 --> 303905521
Msg 338 --> 303795507
Msg 339 --> 303780011
Msg 340 --> 303769046
Msg 341 --> 303781022
Msg 342 --> 303797071
Msg 343 --> 303809491
Msg 344 --> 338215
Msg 345 --> 312996
Msg 346 --> 267067
Msg 347 --> 291860
Msg 348 --> 427136
Msg 349 --> 438963
Msg 350 --> 413556
Msg 351 --> 395495
Msg 352 --> 384880
Msg 353 --> 334021
Msg 354 --> 285009
Msg 355 --> 269677
Msg 356 --> 437511
Msg 357 --> 370517
Msg 358 --> 326891
Msg 359 --> 423842
Msg 360 --> 334990
Msg 361 --> 297407
Msg 362 --> 293010
Msg 363 --> 216510
Msg 364 --> 203975
Msg 365 --> 199777
Msg 366 --> 185432
Msg 367 --> 173936
Msg 368 --> 191790
Msg 369 --> 500010
Msg 370 --> 430322
Msg 371 --> 385976
Msg 372 --> 368184
